Date	Hour	Cluster
2012-12-17	6	2
2012-12-18	6	2
2012-12-19	6	1
2012-12-20	6	1
2012-12-21	6	1
2012-12-22	6	13
2012-12-23	6	13
2012-12-24	6	1
2012-12-25	6	2
2012-12-26	6	3
2012-12-27	6	4
2012-12-28	6	5
2012-12-29	6	4
2012-12-30	6	16
2012-12-31	6	16
2012-01-01	7	17
2012-01-02	7	16
2012-01-03	7	16
2012-01-04	7	16
2012-01-05	7	16
2012-01-06	7	17
2012-01-07	7	17
2012-01-08	7	17
2012-01-09	7	16
2012-01-10	7	4
2012-01-11	7	4
2012-01-12	7	4
2012-01-13	7	4
2012-01-14	7	16
2012-01-15	7	17
2012-01-16	7	4
2012-01-17	7	4
2012-01-18	7	4
2012-01-19	7	3
2012-01-20	7	3
2012-01-21	7	15
2012-01-22	7	15
2012-01-23	7	3
2012-01-24	7	2
2012-01-25	7	2
2012-01-26	7	2
2012-01-27	7	2
2012-01-28	7	14
2012-01-29	7	14
2012-01-30	7	2
2012-01-31	7	1
2012-02-01	7	1
2012-02-02	7	1
2012-02-03	7	1
2012-02-04	7	14
2012-02-05	7	14
2012-02-06	7	2
2012-02-07	7	2
2012-02-08	7	2
2012-02-09	7	2
2012-02-10	7	2
2012-02-11	7	14
2012-02-12	7	14
2012-02-13	7	2
2012-02-14	7	2
2012-02-15	7	3
2012-02-16	7	3
2012-02-17	7	3
2012-02-18	7	15
2012-02-19	7	15
2012-02-20	7	3
2012-02-21	7	4
2012-02-22	7	4
2012-02-23	7	16
2012-02-24	7	5
2012-02-25	7	17
2012-02-26	7	16
2012-02-27	7	4
2012-02-28	7	4
2012-02-29	7	4
2012-03-01	7	5
2012-03-02	7	5
2012-03-03	7	17
2012-03-04	7	17
2012-03-05	7	4
2012-03-06	7	4
2012-03-07	7	4
2012-03-08	7	16
2012-03-09	7	16
2012-03-10	7	16
2012-03-11	7	4
2012-03-12	7	4
2012-03-13	7	4
2012-03-14	7	5
2012-03-15	7	4
2012-03-16	7	4
2012-03-17	7	17
2012-03-18	7	17
2012-03-19	7	5
2012-03-20	7	6
2012-03-21	7	6
2012-03-22	7	5
2012-03-23	7	5
2012-03-24	7	17
2012-03-25	7	17
2012-03-26	7	5
2012-03-27	7	5
2012-03-28	7	5
2012-03-29	7	5
2012-03-30	7	5
2012-03-31	7	18
2012-04-01	7	18
2012-04-02	7	6
2012-04-03	7	6
2012-04-04	7	6
2012-04-05	7	6
2012-04-06	7	6
2012-04-07	7	18
2012-04-08	7	18
2012-04-09	7	6
2012-04-10	7	6
2012-04-11	7	6
2012-04-12	7	6
2012-04-13	7	6
2012-04-14	7	18
2012-04-15	7	19
2012-04-16	7	7
2012-04-17	7	7
2012-04-18	7	7
2012-04-19	7	7
2012-04-20	7	7
2012-04-21	7	19
2012-04-22	7	19
2012-04-23	7	7
2012-04-24	7	7
2012-04-25	7	7
2012-04-26	7	7
2012-04-27	7	7
2012-04-28	7	7
2012-04-29	7	19
2012-04-30	7	19
2012-05-01	7	19
2012-05-02	7	7
2012-05-03	7	7
2012-05-04	7	7
2012-05-05	7	7
2012-05-06	7	19
2012-05-07	7	7
2012-05-08	7	7
2012-05-09	7	7
2012-05-10	7	7
2012-05-11	7	7
2012-05-12	7	19
2012-05-13	7	19
2012-05-14	7	7
2012-05-15	7	8
2012-05-16	7	8
2012-05-17	7	8
2012-05-18	7	8
2012-05-19	7	20
2012-05-20	7	20
2012-05-21	7	8
2012-05-22	7	8
2012-05-23	7	8
2012-05-24	7	8
2012-05-25	7	8
2012-05-26	7	20
2012-05-27	7	20
2012-05-28	7	8
2012-05-29	7	8
2012-05-30	7	8
2012-05-31	7	8
2012-06-01	7	8
2012-06-02	7	20
2012-06-03	7	20
2012-06-04	7	8
2012-06-05	7	8
2012-06-06	7	8
2012-06-07	7	8
2012-06-08	7	8
2012-06-09	7	8
2012-06-10	7	20
2012-06-11	7	20
2012-06-12	7	20
2012-06-13	7	8
2012-06-14	7	8
2012-06-15	7	8
2012-06-16	7	20
2012-06-17	7	20
2012-06-18	7	8
2012-06-19	7	8
2012-06-20	7	8
2012-06-21	7	8
2012-06-22	7	8
2012-06-23	7	20
2012-06-24	7	20
2012-06-25	7	8
2012-06-26	7	8
2012-06-27	7	8
2012-06-28	7	8
2012-06-29	7	8
2012-06-30	7	20
2012-07-01	7	22
2012-07-02	7	10
2012-07-03	7	10
2012-07-04	7	10
2012-07-05	7	10
2012-07-06	7	10
2012-07-07	7	22
2012-07-08	7	22
2012-07-09	7	10
2012-07-10	7	10
2012-07-11	7	10
2012-07-12	7	10
2012-07-13	7	10
2012-07-14	7	22
2012-07-15	7	22
2012-07-16	7	10
2012-07-17	7	10
2012-07-18	7	10
2012-07-19	7	10
2012-07-20	7	10
2012-07-21	7	22
2012-07-22	7	22
2012-07-23	7	10
2012-07-24	7	10
2012-07-25	7	10
2012-07-26	7	10
2012-07-27	7	10
2012-07-28	7	22
2012-07-29	7	22
2012-07-30	7	10
2012-07-31	7	10
2012-08-01	7	10
2012-08-02	7	10
2012-08-03	7	10
2012-08-04	7	22
2012-08-05	7	22
2012-08-06	7	10
2012-08-07	7	10
2012-08-08	7	10
2012-08-09	7	10
2012-08-10	7	10
2012-08-11	7	22
2012-08-12	7	22
2012-08-13	7	10
2012-08-14	7	10
2012-08-15	7	10
2012-08-16	7	10
2012-08-17	7	10
2012-08-18	7	22
2012-08-19	7	22
2012-08-20	7	10
2012-08-21	7	10
2012-08-22	7	10
2012-08-23	7	10
2012-08-24	7	10
2012-08-25	7	22
2012-08-26	7	22
2012-08-27	7	10
2012-08-28	7	10
2012-08-29	7	10
2012-08-30	7	10
2012-08-31	7	10
2012-09-01	7	24
2012-09-02	7	24
2012-09-03	7	12
2012-09-04	7	12
2012-09-05	7	12
2012-09-06	7	12
2012-09-07	7	12
2012-09-08	7	24
2012-09-09	7	24
2012-09-10	7	12
2012-09-11	7	12
2012-09-12	7	12
2012-09-13	7	12
2012-09-14	7	12
2012-09-15	7	24
2012-09-16	7	24
2012-09-17	7	12
2012-09-18	7	12
2012-09-19	7	12
2012-09-20	7	12
2012-09-21	7	12
2012-09-22	7	24
2012-09-23	7	24
2012-09-24	7	12
2012-09-25	7	12
2012-09-26	7	12
2012-09-27	7	12
2012-09-28	7	12
2012-09-29	7	24
2012-09-30	7	24
2012-10-01	7	12
2012-10-02	7	12
2012-10-03	7	12
2012-10-04	7	12
2012-10-05	7	12
2012-10-06	7	24
2012-10-07	7	24
2012-10-08	7	12
2012-10-09	7	12
2012-10-10	7	12
2012-10-11	7	12
2012-10-12	7	12
2012-10-13	7	24
2012-10-14	7	24
2012-10-15	7	12
2012-10-16	7	12
2012-10-17	7	6
2012-10-18	7	6
2012-10-19	7	6
2012-10-20	7	18
2012-10-21	7	18
2012-10-22	7	6
2012-10-23	7	6
2012-10-24	7	6
2012-10-25	7	6
2012-10-26	7	6
2012-10-27	7	18
2012-10-28	7	18
2012-10-29	7	6
2012-10-30	7	6
2012-10-31	7	6
2012-11-01	7	6
2012-11-02	7	6
2012-11-03	7	18
2012-11-04	7	18
2012-11-05	7	18
2012-11-06	7	6
2012-11-07	7	6
2012-11-08	7	6
2012-11-09	7	6
2012-11-10	7	17
2012-11-11	7	17
2012-11-12	7	5
2012-11-13	7	6
2012-11-14	7	6
2012-11-15	7	6
2012-11-16	7	6
2012-11-17	7	17
2012-11-18	7	17
2012-11-19	7	5
2012-11-20	7	6
2012-11-21	7	6
2012-11-22	7	6
2012-11-23	7	6
2012-11-24	7	17
2012-11-25	7	17
2012-11-26	7	5
2012-11-27	7	5
2012-11-28	7	4
2012-11-29	7	4
2012-11-30	7	4
2012-12-01	7	16
2012-12-02	7	17
2012-12-03	7	5
2012-12-04	7	5
2012-12-05	7	5
2012-12-06	7	5
2012-12-07	7	5
2012-12-08	7	16
2012-12-09	7	16
2012-12-10	7	4
2012-12-11	7	3
2012-12-12	7	3
2012-12-13	7	3
2012-12-14	7	3
2012-12-15	7	14
2012-12-16	7	14
2012-12-17	7	2
2012-12-18	7	2
2012-12-19	7	1
2012-12-20	7	1
2012-12-21	7	1
2012-12-22	7	13
2012-12-23	7	13
2012-12-24	7	1
2012-12-25	7	2
2012-12-26	7	3
2012-12-27	7	4
2012-12-28	7	5
2012-12-29	7	4
2012-12-30	7	16
2012-12-31	7	16
2012-01-01	8	17
2012-01-02	8	16
2012-01-03	8	16
2012-01-04	8	16
2012-01-05	8	16
2012-01-06	8	17
2012-01-07	8	17
2012-01-08	8	17
2012-01-09	8	16
2012-01-10	8	4
2012-01-11	8	4
2012-01-12	8	4
2012-01-13	8	4
2012-01-14	8	16
2012-01-15	8	17
2012-01-16	8	4
2012-01-17	8	4
2012-01-18	8	4
2012-01-19	8	3
2012-01-20	8	3
2012-01-21	8	15
2012-01-22	8	15
2012-01-23	8	3
2012-01-24	8	2
2012-01-25	8	2
2012-01-26	8	2
2012-01-27	8	2
2012-01-28	8	14
2012-01-29	8	14
2012-01-30	8	2
2012-01-31	8	1
2012-02-01	8	1
2012-02-02	8	1
2012-02-03	8	1
2012-02-04	8	14
2012-02-05	8	14
2012-02-06	8	2
2012-02-07	8	2
2012-02-08	8	2
2012-02-09	8	2
2012-02-10	8	2
2012-02-11	8	14
2012-02-12	8	14
2012-02-13	8	2
2012-02-14	8	2
2012-02-15	8	3
2012-02-16	8	3
2012-02-17	8	3
2012-02-18	8	15
2012-02-19	8	15
2012-02-20	8	3
2012-02-21	8	4
2012-02-22	8	4
2012-02-23	8	16
2012-02-24	8	5
2012-02-25	8	17
2012-02-26	8	16
2012-02-27	8	4
2012-02-28	8	4
2012-02-29	8	4
2012-03-01	8	5
2012-03-02	8	5
2012-03-03	8	17
2012-03-04	8	17
2012-03-05	8	4
2012-03-06	8	4
2012-03-07	8	4
2012-03-08	8	16
2012-03-09	8	16
2012-03-10	8	16
2012-03-11	8	4
2012-03-12	8	4
2012-03-13	8	4
2012-03-14	8	5
2012-03-15	8	4
2012-03-16	8	4
2012-03-17	8	17
2012-03-18	8	17
2012-03-19	8	5
2012-03-20	8	6
2012-03-21	8	6
2012-03-22	8	5
2012-03-23	8	5
2012-03-24	8	17
2012-03-25	8	17
2012-03-26	8	5
2012-03-27	8	5
2012-03-28	8	5
2012-03-29	8	5
2012-03-30	8	5
2012-03-31	8	18
2012-04-01	8	18
2012-04-02	8	6
2012-04-03	8	6
2012-04-04	8	6
2012-04-05	8	6
2012-04-06	8	6
2012-04-07	8	18
2012-04-08	8	18
2012-04-09	8	6
2012-04-10	8	6
2012-04-11	8	6
2012-04-12	8	6
2012-04-13	8	6
2012-04-14	8	18
2012-04-15	8	19
2012-04-16	8	7
2012-04-17	8	7
2012-04-18	8	7
2012-04-19	8	7
2012-04-20	8	7
2012-04-21	8	19
2012-04-22	8	19
2012-04-23	8	7
2012-04-24	8	7
2012-04-25	8	7
2012-04-26	8	7
2012-04-27	8	7
2012-04-28	8	7
2012-04-29	8	19
2012-04-30	8	19
2012-05-01	8	19
2012-05-02	8	7
2012-05-03	8	7
2012-05-04	8	7
2012-05-05	8	7
2012-05-06	8	19
2012-05-07	8	7
2012-05-08	8	7
2012-05-09	8	7
2012-05-10	8	7
2012-05-11	8	7
2012-05-12	8	19
2012-05-13	8	19
2012-05-14	8	7
2012-05-15	8	8
2012-05-16	8	8
2012-05-17	8	8
2012-05-18	8	8
2012-05-19	8	20
2012-05-20	8	20
2012-05-21	8	8
2012-05-22	8	8
2012-05-23	8	8
2012-05-24	8	8
2012-05-25	8	8
2012-05-26	8	20
2012-05-27	8	20
2012-05-28	8	8
2012-05-29	8	8
2012-05-30	8	8
2012-05-31	8	8
2012-06-01	8	8
2012-06-02	8	20
2012-06-03	8	20
2012-06-04	8	8
2012-06-05	8	8
2012-06-06	8	8
2012-06-07	8	8
2012-06-08	8	8
2012-06-09	8	8
2012-06-10	8	20
2012-06-11	8	20
2012-06-12	8	20
2012-06-13	8	8
2012-06-14	8	8
2012-06-15	8	8
2012-06-16	8	20
2012-06-17	8	20
2012-06-18	8	8
2012-06-19	8	8
2012-06-20	8	8
2012-06-21	8	8
2012-06-22	8	8
2012-06-23	8	20
2012-06-24	8	20
2012-06-25	8	8
2012-06-26	8	8
2012-06-27	8	8
2012-06-28	8	8
2012-06-29	8	8
2012-06-30	8	20
2012-07-01	8	22
2012-07-02	8	10
2012-07-03	8	10
2012-07-04	8	10
2012-07-05	8	10
2012-07-06	8	10
2012-07-07	8	22
2012-07-08	8	22
2012-07-09	8	10
2012-07-10	8	10
2012-07-11	8	10
2012-07-12	8	10
2012-07-13	8	10
2012-07-14	8	22
2012-07-15	8	22
2012-07-16	8	10
2012-07-17	8	10
2012-07-18	8	10
2012-07-19	8	10
2012-07-20	8	10
2012-07-21	8	22
2012-07-22	8	22
2012-07-23	8	10
2012-07-24	8	10
2012-07-25	8	10
2012-07-26	8	10
2012-07-27	8	10
2012-07-28	8	22
2012-07-29	8	22
2012-07-30	8	10
2012-07-31	8	10
2012-08-01	8	10
2012-08-02	8	10
2012-08-03	8	10
2012-08-04	8	22
2012-08-05	8	22
2012-08-06	8	10
2012-08-07	8	10
2012-08-08	8	10
2012-08-09	8	10
2012-08-10	8	10
2012-08-11	8	22
2012-08-12	8	22
2012-08-13	8	10
2012-08-14	8	10
2012-08-15	8	10
2012-08-16	8	10
2012-08-17	8	10
2012-08-18	8	22
2012-08-19	8	22
2012-08-20	8	10
2012-08-21	8	10
2012-08-22	8	10
2012-08-23	8	10
2012-08-24	8	10
2012-08-25	8	22
2012-08-26	8	22
2012-08-27	8	10
2012-08-28	8	10
2012-08-29	8	10
2012-08-30	8	10
2012-08-31	8	10
2012-09-01	8	24
2012-09-02	8	24
2012-09-03	8	12
2012-09-04	8	12
2012-09-05	8	12
2012-09-06	8	12
2012-09-07	8	12
2012-09-08	8	24
2012-09-09	8	24
2012-09-10	8	12
2012-09-11	8	12
2012-09-12	8	12
2012-09-13	8	12
2012-09-14	8	12
2012-09-15	8	24
2012-09-16	8	24
2012-09-17	8	12
2012-09-18	8	12
2012-09-19	8	12
2012-09-20	8	12
2012-09-21	8	12
2012-09-22	8	24
2012-09-23	8	24
2012-09-24	8	12
2012-09-25	8	12
2012-09-26	8	12
2012-09-27	8	12
2012-09-28	8	12
2012-09-29	8	24
2012-09-30	8	24
2012-10-01	8	12
2012-10-02	8	12
2012-10-03	8	12
2012-10-04	8	12
2012-10-05	8	12
2012-10-06	8	24
2012-10-07	8	24
2012-10-08	8	12
2012-10-09	8	12
2012-10-10	8	12
2012-10-11	8	12
2012-10-12	8	12
2012-10-13	8	24
2012-10-14	8	24
2012-10-15	8	12
2012-10-16	8	12
2012-10-17	8	6
2012-10-18	8	6
2012-10-19	8	6
2012-10-20	8	18
2012-10-21	8	18
2012-10-22	8	6
2012-10-23	8	6
2012-10-24	8	6
2012-10-25	8	6
2012-10-26	8	6
2012-10-27	8	18
2012-10-28	8	18
2012-10-29	8	6
2012-10-30	8	6
2012-10-31	8	6
2012-11-01	8	6
2012-11-02	8	6
2012-11-03	8	18
2012-11-04	8	18
2012-11-05	8	18
2012-11-06	8	6
2012-11-07	8	6
2012-11-08	8	6
2012-11-09	8	6
2012-11-10	8	17
2012-11-11	8	17
2012-11-12	8	5
2012-11-13	8	6
2012-11-14	8	6
2012-11-15	8	6
2012-11-16	8	6
2012-11-17	8	17
2012-11-18	8	17
2012-11-19	8	5
2012-11-20	8	6
2012-11-21	8	6
2012-11-22	8	6
2012-11-23	8	6
2012-11-24	8	17
2012-11-25	8	17
2012-11-26	8	5
2012-11-27	8	5
2012-11-28	8	4
2012-11-29	8	4
2012-11-30	8	4
2012-12-01	8	16
2012-12-02	8	17
2012-12-03	8	5
2012-12-04	8	5
2012-12-05	8	5
2012-12-06	8	5
2012-12-07	8	5
2012-12-08	8	16
2012-12-09	8	16
2012-12-10	8	4
2012-12-11	8	3
2012-12-12	8	3
2012-12-13	8	3
2012-12-14	8	3
2012-12-15	8	14
2012-12-16	8	14
2012-12-17	8	2
2012-12-18	8	2
2012-12-19	8	1
2012-12-20	8	1
2012-12-21	8	1
2012-12-22	8	13
2012-12-23	8	13
2012-12-24	8	1
2012-12-25	8	2
2012-12-26	8	3
2012-12-27	8	4
2012-12-28	8	5
2012-12-29	8	4
2012-12-30	8	16
2012-12-31	8	16
2012-01-01	9	17
2012-01-02	9	16
2012-01-03	9	16
2012-01-04	9	16
2012-01-05	9	16
2012-01-06	9	17
2012-01-07	9	17
2012-01-08	9	17
2012-01-09	9	16
2012-01-10	9	4
2012-01-11	9	4
2012-01-12	9	4
2012-01-13	9	4
2012-01-14	9	16
2012-01-15	9	17
2012-01-16	9	4
2012-01-17	9	4
2012-01-18	9	4
2012-01-19	9	3
2012-01-20	9	3
2012-01-21	9	15
2012-01-22	9	15
2012-01-23	9	3
2012-01-24	9	2
2012-01-25	9	2
2012-01-26	9	2
2012-01-27	9	2
2012-01-28	9	14
2012-01-29	9	14
2012-01-30	9	2
2012-01-31	9	1
2012-02-01	9	1
2012-02-02	9	1
2012-02-03	9	1
2012-02-04	9	14
2012-02-05	9	14
2012-02-06	9	2
2012-02-07	9	2
2012-02-08	9	2
2012-02-09	9	2
2012-02-10	9	2
2012-02-11	9	14
2012-02-12	9	14
2012-02-13	9	2
2012-02-14	9	2
2012-02-15	9	3
2012-02-16	9	3
2012-02-17	9	3
2012-02-18	9	15
2012-02-19	9	15
2012-02-20	9	3
2012-02-21	9	4
2012-02-22	9	4
2012-02-23	9	16
2012-02-24	9	5
2012-02-25	9	17
2012-02-26	9	16
2012-02-27	9	4
2012-02-28	9	4
2012-02-29	9	4
2012-03-01	9	5
2012-03-02	9	5
2012-03-03	9	17
2012-03-04	9	17
2012-03-05	9	4
2012-03-06	9	4
2012-03-07	9	4
2012-03-08	9	16
2012-03-09	9	16
2012-03-10	9	16
2012-03-11	9	4
2012-03-12	9	4
2012-03-13	9	4
2012-03-14	9	5
2012-03-15	9	4
2012-03-16	9	4
2012-03-17	9	17
2012-03-18	9	17
2012-03-19	9	5
2012-03-20	9	6
2012-03-21	9	6
2012-03-22	9	5
2012-03-23	9	5
2012-03-24	9	17
2012-03-25	9	17
2012-03-26	9	5
2012-03-27	9	5
2012-03-28	9	5
2012-03-29	9	5
2012-03-30	9	5
2012-03-31	9	18
2012-04-01	9	18
2012-04-02	9	6
2012-04-03	9	6
2012-04-04	9	6
2012-04-05	9	6
2012-04-06	9	6
2012-04-07	9	18
2012-04-08	9	18
2012-04-09	9	6
2012-04-10	9	6
2012-04-11	9	6
2012-04-12	9	6
2012-04-13	9	6
2012-04-14	9	18
2012-04-15	9	19
2012-04-16	9	7
2012-04-17	9	7
2012-04-18	9	7
2012-04-19	9	7
2012-04-20	9	7
2012-04-21	9	19
2012-04-22	9	19
2012-04-23	9	7
2012-04-24	9	7
2012-04-25	9	7
2012-04-26	9	7
2012-04-27	9	7
2012-04-28	9	7
2012-04-29	9	19
2012-04-30	9	19
2012-05-01	9	19
2012-05-02	9	7
2012-05-03	9	7
2012-05-04	9	7
2012-05-05	9	7
2012-05-06	9	19
2012-05-07	9	7
2012-05-08	9	7
2012-05-09	9	7
2012-05-10	9	7
2012-05-11	9	7
2012-05-12	9	19
2012-05-13	9	19
2012-05-14	9	7
2012-05-15	9	8
2012-05-16	9	8
2012-05-17	9	8
2012-05-18	9	8
2012-05-19	9	20
2012-05-20	9	20
2012-05-21	9	8
2012-05-22	9	8
2012-05-23	9	8
2012-05-24	9	8
2012-05-25	9	8
2012-05-26	9	20
2012-05-27	9	20
2012-05-28	9	8
2012-05-29	9	8
2012-05-30	9	8
2012-05-31	9	8
2012-06-01	9	8
2012-06-02	9	20
2012-06-03	9	20
2012-06-04	9	8
2012-06-05	9	8
2012-06-06	9	8
2012-06-07	9	8
2012-06-08	9	8
2012-06-09	9	8
2012-06-10	9	20
2012-06-11	9	20
2012-06-12	9	20
2012-06-13	9	8
2012-06-14	9	8
2012-06-15	9	8
2012-06-16	9	20
2012-06-17	9	20
2012-06-18	9	8
2012-06-19	9	8
2012-06-20	9	8
2012-06-21	9	8
2012-06-22	9	8
2012-06-23	9	20
2012-06-24	9	20
2012-06-25	9	8
2012-06-26	9	8
2012-06-27	9	8
2012-06-28	9	8
2012-06-29	9	8
2012-06-30	9	20
2012-07-01	9	22
2012-07-02	9	10
2012-07-03	9	10
2012-07-04	9	10
2012-07-05	9	10
2012-07-06	9	10
2012-07-07	9	22
2012-07-08	9	22
2012-07-09	9	10
2012-07-10	9	10
2012-07-11	9	10
2012-07-12	9	10
2012-07-13	9	10
2012-07-14	9	22
2012-07-15	9	22
2012-07-16	9	10
2012-07-17	9	10
2012-07-18	9	10
2012-07-19	9	10
2012-07-20	9	10
2012-07-21	9	22
2012-07-22	9	22
2012-07-23	9	10
2012-07-24	9	10
2012-07-25	9	10
2012-07-26	9	10
2012-07-27	9	10
2012-07-28	9	22
2012-07-29	9	22
2012-07-30	9	10
2012-07-31	9	10
2012-08-01	9	10
2012-08-02	9	10
2012-08-03	9	10
2012-08-04	9	22
2012-08-05	9	22
2012-08-06	9	10
2012-08-07	9	10
2012-08-08	9	10
2012-08-09	9	10
2012-08-10	9	10
2012-08-11	9	22
2012-08-12	9	22
2012-08-13	9	10
2012-08-14	9	10
2012-08-15	9	10
2012-08-16	9	10
2012-08-17	9	10
2012-08-18	9	22
2012-08-19	9	22
2012-08-20	9	10
2012-08-21	9	10
2012-08-22	9	10
2012-08-23	9	10
2012-08-24	9	10
2012-08-25	9	22
2012-08-26	9	22
2012-08-27	9	10
2012-08-28	9	10
2012-08-29	9	10
2012-08-30	9	10
2012-08-31	9	10
2012-09-01	9	24
2012-09-02	9	24
2012-09-03	9	12
2012-09-04	9	12
2012-09-05	9	12
2012-09-06	9	12
2012-09-07	9	12
2012-09-08	9	24
2012-09-09	9	24
2012-09-10	9	12
2012-09-11	9	12
2012-09-12	9	12
2012-09-13	9	12
2012-09-14	9	12
2012-09-15	9	24
2012-09-16	9	24
2012-09-17	9	12
2012-09-18	9	12
2012-09-19	9	12
2012-09-20	9	12
2012-09-21	9	12
2012-09-22	9	24
2012-09-23	9	24
2012-09-24	9	12
2012-09-25	9	12
2012-09-26	9	12
2012-09-27	9	12
2012-09-28	9	12
2012-09-29	9	24
2012-09-30	9	24
2012-10-01	9	12
2012-10-02	9	12
2012-10-03	9	12
2012-10-04	9	12
2012-10-05	9	12
2012-10-06	9	24
2012-10-07	9	24
2012-10-08	9	12
2012-10-09	9	12
2012-10-10	9	12
2012-10-11	9	12
2012-10-12	9	12
2012-10-13	9	24
2012-10-14	9	24
2012-10-15	9	12
2012-10-16	9	12
2012-10-17	9	6
2012-10-18	9	6
2012-10-19	9	6
2012-10-20	9	18
2012-10-21	9	18
2012-10-22	9	6
2012-10-23	9	6
2012-10-24	9	6
2012-10-25	9	6
2012-10-26	9	6
2012-10-27	9	18
2012-10-28	9	18
2012-10-29	9	6
2012-10-30	9	6
2012-10-31	9	6
2012-11-01	9	6
2012-11-02	9	6
2012-11-03	9	18
2012-11-04	9	18
2012-11-05	9	18
2012-11-06	9	6
2012-11-07	9	6
2012-11-08	9	6
2012-11-09	9	6
2012-11-10	9	17
2012-11-11	9	17
2012-11-12	9	5
2012-11-13	9	6
2012-11-14	9	6
2012-11-15	9	6
2012-11-16	9	6
2012-11-17	9	17
2012-11-18	9	17
2012-11-19	9	5
2012-11-20	9	6
2012-11-21	9	6
2012-11-22	9	6
2012-11-23	9	6
2012-11-24	9	17
2012-11-25	9	17
2012-11-26	9	5
2012-11-27	9	5
2012-11-28	9	4
2012-11-29	9	4
2012-11-30	9	4
2012-12-01	9	16
2012-12-02	9	17
2012-12-03	9	5
2012-12-04	9	5
2012-12-05	9	5
2012-12-06	9	5
2012-12-07	9	5
2012-12-08	9	16
2012-12-09	9	16
2012-12-10	9	4
2012-12-11	9	3
2012-12-12	9	3
2012-12-13	9	3
2012-12-14	9	3
2012-12-15	9	14
2012-12-16	9	14
2012-12-17	9	2
2012-12-18	9	2
2012-12-19	9	1
2012-12-20	9	1
2012-12-21	9	1
2012-12-22	9	13
2012-12-23	9	13
2012-12-24	9	1
2012-12-25	9	2
2012-12-26	9	3
2012-12-27	9	4
2012-12-28	9	5
2012-12-29	9	4
2012-12-30	9	16
2012-12-31	9	16
2012-01-01	10	17
2012-01-02	10	16
2012-01-03	10	16
2012-01-04	10	16
2012-01-05	10	16
2012-01-06	10	17
2012-01-07	10	17
2012-01-08	10	17
2012-01-09	10	16
2012-01-10	10	4
2012-01-11	10	4
2012-01-12	10	4
2012-01-13	10	4
2012-01-14	10	16
2012-01-15	10	17
2012-01-16	10	4
2012-01-17	10	4
2012-01-18	10	4
2012-01-19	10	3
2012-01-20	10	3
2012-01-21	10	15
2012-01-22	10	15
2012-01-23	10	3
2012-01-24	10	2
2012-01-25	10	2
2012-01-26	10	2
2012-01-27	10	2
2012-01-28	10	14
2012-01-29	10	14
2012-01-30	10	2
2012-01-31	10	1
2012-02-01	10	1
2012-02-02	10	1
2012-02-03	10	1
2012-02-04	10	14
2012-02-05	10	14
2012-02-06	10	2
2012-02-07	10	2
2012-02-08	10	2
2012-02-09	10	2
2012-02-10	10	2
2012-02-11	10	14
2012-02-12	10	14
2012-02-13	10	2
2012-02-14	10	2
2012-02-15	10	3
2012-02-16	10	3
2012-02-17	10	3
2012-02-18	10	15
2012-02-19	10	15
2012-02-20	10	3
2012-02-21	10	4
2012-02-22	10	4
2012-02-23	10	16
2012-02-24	10	5
2012-02-25	10	17
2012-02-26	10	16
2012-02-27	10	4
2012-02-28	10	4
2012-02-29	10	4
2012-03-01	10	5
2012-03-02	10	5
2012-03-03	10	17
2012-03-04	10	17
2012-03-05	10	4
2012-03-06	10	4
2012-03-07	10	4
2012-03-08	10	16
2012-03-09	10	16
2012-03-10	10	16
2012-03-11	10	4
2012-03-12	10	4
2012-03-13	10	4
2012-03-14	10	5
2012-03-15	10	4
2012-03-16	10	4
2012-03-17	10	17
2012-03-18	10	17
2012-03-19	10	5
2012-03-20	10	6
2012-03-21	10	6
2012-03-22	10	5
2012-03-23	10	5
2012-03-24	10	17
2012-03-25	10	17
2012-03-26	10	5
2012-03-27	10	5
2012-03-28	10	5
2012-03-29	10	5
2012-03-30	10	5
2012-03-31	10	18
2012-04-01	10	18
2012-04-02	10	6
2012-04-03	10	6
2012-04-04	10	6
2012-04-05	10	6
2012-04-06	10	6
2012-04-07	10	18
2012-04-08	10	18
2012-04-09	10	6
2012-04-10	10	6
2012-04-11	10	6
2012-04-12	10	6
2012-04-13	10	6
2012-04-14	10	18
2012-04-15	10	19
2012-04-16	10	7
2012-04-17	10	7
2012-04-18	10	7
2012-04-19	10	7
2012-04-20	10	7
2012-04-21	10	19
2012-04-22	10	19
2012-04-23	10	7
2012-04-24	10	7
2012-04-25	10	7
2012-04-26	10	7
2012-04-27	10	7
2012-04-28	10	7
2012-04-29	10	19
2012-04-30	10	19
2012-05-01	10	19
2012-05-02	10	7
2012-05-03	10	7
2012-05-04	10	7
2012-05-05	10	7
2012-05-06	10	19
2012-05-07	10	7
2012-05-08	10	7
2012-05-09	10	7
2012-05-10	10	7
2012-05-11	10	7
2012-05-12	10	19
2012-05-13	10	19
2012-05-14	10	7
2012-05-15	10	8
2012-05-16	10	8
2012-05-17	10	8
2012-05-18	10	8
2012-05-19	10	20
2012-05-20	10	20
2012-05-21	10	8
2012-05-22	10	8
2012-05-23	10	8
2012-05-24	10	8
2012-05-25	10	8
2012-05-26	10	20
2012-05-27	10	20
2012-05-28	10	8
2012-05-29	10	8
2012-05-30	10	8
2012-05-31	10	8
2012-06-01	10	8
2012-06-02	10	20
2012-06-03	10	20
2012-06-04	10	8
2012-06-05	10	8
2012-06-06	10	8
